Authors,Author full names,Author(s) ID,Title,Year,Cited by,DOI,Link,stage1_status,stage1_matched_kws,stage2_status,stage2_matched_kws,final_status
Meng J.; Guo Q.; Lin J.; Yue M.; Diallo D.,"Meng, Jianwen (57210370753); Guo, Qihao (57982477800); Lin, Jianheng (57202576281); Yue, Meiling (57202600389); Diallo, Demba (7005160496)",57210370753; 57982477800; 57202576281; 57202600389; 7005160496,Application of H∞-optimal controllers for battery-based bidirectional DC/DC converters in hybrid energy storage systems,2024,16,10.1016/j.ijepes.2024.110044,https://www.scopus.com/pages/publications/85193489895?origin=resultslist,passed_stage1,"voltage, current",passed_stage2,"voltage, current",relevant
Bao Y.; Gong Y.,"Bao, Yun (56244308100); Gong, Yinchu (57208834403)",56244308100; 57208834403,Li-ion battery charge transfer stability studies with direct current impedance spectroscopy,2023,17,10.1016/j.egyr.2023.03.002,https://www.scopus.com/pages/publications/85149439320?origin=resultslist,passed_stage1,"current, impedance",passed_stage2,"charge, discharge",relevant
Fischer M.; Brand M.J.; Karger A.; Gomez M.R.; Rehm M.; Natterer J.; Jossen A.,"Fischer, Marco (57685166700); Brand, Martin Johannes (55578466300); Karger, Alexander (57219221663); Gomez, Manuel Rubio (59281394900); Rehm, Mathias (57405435400); Natterer, Johannes (59748735000); Jossen, Andreas (57202897843)",57685166700; 55578466300; 57219221663; 59281394900; 57405435400; 59748735000; 57202897843,"How degradation of lithium-ion batteries impacts capacity fade and resistance increase: A systematic, correlative analysis",2025,19,10.1016/j.jpowsour.2025.237921,https://www.scopus.com/pages/publications/105012220372?origin=resultslist,passed_stage1,"capacity, impedance, plot",passed_stage2,"charge, capacity, current, discharge",relevant
López-Villanueva J.A.; Iturriaga P.R.; Rodríguez-Bolívar S.,"López-Villanueva, Juan Antonio (7004293188); Iturriaga, Pablo Rodríguez (57577171000); Rodríguez-Bolívar, Salvador (6508103219)",7004293188; 57577171000; 6508103219,A fractional-order model for calendar aging with dynamic storage conditions,2022,16,10.1016/j.est.2022.104537,https://www.scopus.com/pages/publications/85128310696?origin=resultslist,passed_stage1,capacity,passed_stage2,capacity,relevant
Xu H.; Zhang G.; Zhang J.; Zhang J.; Wu H.; Jiang L.; Jiang W.; Liu J.; Peng K.,"Xu, Han (59734443300); Zhang, Guoqing (57094264700); Zhang, Jiantao (59734674800); Zhang, Jiangyun (57188978097); Wu, Hongwei (56949292500); Jiang, Liqin (57226523268); Jiang, Wenzhao (57196475034); Liu, Jun (59154547100); Peng, Kang (57189355010)",59734443300; 57094264700; 59734674800; 57188978097; 56949292500; 57226523268; 57196475034; 59154547100; 57189355010,Comparative analysis of electrochemical properties and thermal behaviors of sodium ion and lithium ion batteries,2025,15,10.1016/j.ijoes.2025.101027,https://www.scopus.com/pages/publications/105002493235?origin=resultslist,passed_stage1,"capacity, voltage, discharge, curve",passed_stage2,"capacity, voltage, discharge",relevant
Guo Z.; Yao H.,"Guo, Zhenbin (56699087000); Yao, Haimin (7401677974)",56699087000; 7401677974,Thickness gradient promotes the performance of Si-based anode material for lithium-ion battery,2020,15,10.1016/j.matdes.2020.108993,https://www.scopus.com/pages/publications/85088912232?origin=resultslist,passed_stage1,"charge, capacity, discharge, voltage, specific capacity",passed_stage2,"capacity, specific capacity",relevant
Tian Y.; Han M.; Kulkarni C.; Fink O.,"Tian, Yuan (57219756712); Han, Minghao (57190492449); Kulkarni, Chetan (36651254500); Fink, Olga (54961523800)",57219756712; 57190492449; 36651254500; 54961523800,A prescriptive Dirichlet power allocation policy with deep reinforcement learning,2022,16,10.1016/j.ress.2022.108529,https://www.scopus.com/pages/publications/85129733783?origin=resultslist,passed_stage1,"voltage, discharge",passed_stage2,voltage,relevant
Soltani M.; Vilsen S.B.; Stroe A.-I.; Knap V.; Stroe D.-I.,"Soltani, Mahdi (59785194000); Vilsen, Søren B. (57015587000); Stroe, Ana-Irina (56893899300); Knap, Vaclav (56368204300); Stroe, Daniel-Ioan (36683200900)",59785194000; 57015587000; 56893899300; 56368204300; 36683200900,Degradation behaviour analysis and end-of-life prediction of lithium titanate oxide batteries,2023,19,10.1016/j.est.2023.107745,https://www.scopus.com/pages/publications/85163403611?origin=resultslist,passed_stage1,"cycle life, charge, capacity, discharge, current",passed_stage2,"capacity, charge, discharge",relevant
Rodríguez-Iturriaga P.; García V.M.; Rodríguez-Bolívar S.; Valdés E.E.; Anseán D.; López-Villanueva J.A.,"Rodríguez-Iturriaga, Pablo (57781941100); García, Víctor Manuel (6508249706); Rodríguez-Bolívar, Salvador (6508103219); Valdés, Enrique Ernesto (59001441900); Anseán, David (55578455200); López-Villanueva, Juan Antonio (7004293188)",57781941100; 6508249706; 6508103219; 59001441900; 55578455200; 7004293188,A coupled electrothermal lithium-ion battery reduced-order model including heat generation due to solid diffusion,2024,15,10.1016/j.apenergy.2024.123327,https://www.scopus.com/pages/publications/85192463311?origin=resultslist,passed_stage1,"capacity, impedance, plot, discharge, current, voltage, curve",passed_stage2,"voltage, discharge, current",relevant
Zhang Y.; Chang H.; Han A.; Xu S.; Wang X.; Yang S.; Hu X.; Sun Y.; Sun X.; Chen X.; Yang Y.,"Zhang, Yuzhe (57260882600); Chang, Haolong (58782508200); Han, Aiguo (57211850970); Xu, Shijie (58445492300); Wang, Xinyu (58854472800); Yang, Shunjin (57214258183); Hu, Xiaohu (57659477800); Sun, Yujiang (57891434100); Sun, Xiao (59812638600); Chen, Xing (57189601912); Yang, Yongan (57659477900)",57260882600; 58782508200; 57211850970; 58445492300; 58854472800; 57214258183; 57659477800; 57891434100; 59812638600; 57189601912; 57659477900,Synergistic Li6PS5Cl@Li3OCl composite electrolyte for high-performance all-solid-state lithium batteries,2025,17,10.1016/j.gee.2024.07.001,https://www.scopus.com/pages/publications/105003019839?origin=resultslist,passed_stage1,"charge, voltage, discharge, plot",passed_stage2,"charge, capacity, voltage, specific capacity",relevant
Wang C.; Wang R.; Li J.; Li Z.; Yu Q.,"Wang, Can (56682379200); Wang, Renjie (59277941100); Li, Jianming (57209105002); Li, Zhuangzhuang (60054648900); Yu, Quanqing (57192720791)",56682379200; 59277941100; 57209105002; 60054648900; 57192720791,Cycle-efficient modeling for degradation staging and early life prediction of lithium batteries,2025,17,10.1016/j.geits.2025.100338,https://www.scopus.com/pages/publications/105013671828?origin=resultslist,passed_stage1,capacity,passed_stage2,capacity,relevant
Bhoir S.S.; Thenaisie G.; Brivio C.; Paolone M.,"Bhoir, Shubham Sharad (57416721800); Thenaisie, Guillaume (56419906500); Brivio, Claudio (56418565800); Paolone, Mario (6602935459)",57416721800; 56419906500; 56418565800; 6602935459,Li-ion cells internal temperature estimation using medium-frequency measurements of impedance argument,2024,13,10.1016/j.est.2024.112754,https://www.scopus.com/pages/publications/85197448637?origin=resultslist,passed_stage1,"capacity, impedance, plot, current, voltage, curve",passed_stage2,"capacity, voltage, current",relevant
Legala A.; Li X.,"Legala, Adithya (57194091354); Li, Xianguo (7501700748)",57194091354; 7501700748,Hybrid data-based modeling for the prediction and diagnostics of Li-ion battery thermal behaviors,2022,20,10.1016/j.egyai.2022.100194,https://www.scopus.com/pages/publications/85135963353?origin=resultslist,passed_stage1,"voltage, discharge, current",passed_stage2,discharge,relevant
Mohsin I.U.; Hofmann A.; Ziebert C.,"Mohsin, Ijaz Ul (35766820200); Hofmann, Andreas (59208081600); Ziebert, Carlos (8728869400)",35766820200; 59208081600; 8728869400,Exploring the reactivity of Na3V2(PO4)3/C and hard carbon electrodes in sodium-ion batteries at various charge states,2024,16,10.1016/j.electacta.2024.144197,https://www.scopus.com/pages/publications/85189661519?origin=resultslist,passed_stage1,"charge, voltage",passed_stage2,"capacity, voltage, current",relevant
Kuzhiyil J.A.; Damoulas T.; Planella F.B.; Widanage W.D.,"Kuzhiyil, Jishnu Ayyangatu (58339873900); Damoulas, Theodoros (24175970800); Planella, Ferran Brosa (57203187220); Widanage, W. Dhammika (16317933200)",58339873900; 24175970800; 57203187220; 16317933200,Lithium-ion battery degradation modelling using universal differential equations: Development of a cost-effective parameterisation methodology,2025,14,10.1016/j.apenergy.2024.125221,https://www.scopus.com/pages/publications/85213854548?origin=resultslist,passed_stage1,"capacity, discharge, plot, current, voltage",passed_stage2,"capacity, current, discharge",relevant
Bolay L.J.; Schmitt T.; Hein S.; Mendoza-Hernandez O.S.; Hosono E.; Asakura D.; Kinoshita K.; Matsuda H.; Umeda M.; Sone Y.; Latz A.; Horstmann B.,"Bolay, Linda J. (57208625141); Schmitt, Tobias (57209362567); Hein, Simon (56938156000); Mendoza-Hernandez, Omar S. (56020192400); Hosono, Eiji (6602485232); Asakura, Daisuke (8414316300); Kinoshita, Koichi (55679328100); Matsuda, Hirofumi (35325250500); Umeda, Minoru (7202876769); Sone, Yoshitsugu (57212328764); Latz, Arnulf (55892543200); Horstmann, Birger (22941007300)",57208625141; 57209362567; 56938156000; 56020192400; 6602485232; 8414316300; 55679328100; 35325250500; 7202876769; 57212328764; 55892543200; 22941007300,Microstructure-resolved degradation simulation of lithium-ion batteries in space applications,2022,18,10.1016/j.powera.2022.100083,https://www.scopus.com/pages/publications/85123851885?origin=resultslist,passed_stage1,"capacity, current, voltage, discharge",passed_stage2,"voltage, discharge, current",relevant
Pinjari S.D.; Dutta R.C.; Parshanaboina S.; Mudavath P.; Singha S.; Dubal D.; Wang X.; Bell J.; Nanjundan A.K.; Gaddam R.R.,"Pinjari, Sharad Dnyanu (59145461000); Dutta, Ravi Chandra (57193134321); Parshanaboina, Saikumar (59440667700); Mudavath, Purandas (59145281700); Singha, Subhajit (56789715100); Dubal, Deepak (26645834500); Wang, Xijue (58086647600); Bell, John (58363476100); Nanjundan, Ashok Kumar (57320569800); Gaddam, Rohit Ranganathan (55969781700)",59145461000; 57193134321; 59440667700; 59145281700; 56789715100; 26645834500; 58086647600; 58363476100; 57320569800; 55969781700,Multivalent cation substitution boosted sodium-ion storage in NASICON-type iron-phospho-sulphate cathodes,2024,14,10.1016/j.cej.2024.157979,https://www.scopus.com/pages/publications/85210390983?origin=resultslist,passed_stage1,"charge, discharge, plot, current, voltage, curve",passed_stage2,"charge, capacity, discharge, voltage, specific capacity",relevant
Cupid D.M.; Rezqita A.; Glibo A.; Artner M.; Bauer V.; Hamid R.; Jahn M.; Flandorfer H.,"Cupid, Damian M. (15520822000); Rezqita, Arlavinda (56809296600); Glibo, Albina (57208409568); Artner, Martin (57211033508); Bauer, Viktor (57222117591); Hamid, Raad (55326617600); Jahn, Marcus (57207874754); Flandorfer, Hans (7003460644)",15520822000; 56809296600; 57208409568; 57211033508; 57222117591; 55326617600; 57207874754; 7003460644,Understanding and modelling the thermodynamics and electrochemistry of lithiation of tin (IV) sulfide as an anode active material for lithium ion batteries,2021,17,10.1016/j.electacta.2021.137936,https://www.scopus.com/pages/publications/85101584373?origin=resultslist,passed_stage1,"charge, capacity, discharge, current, voltage, specific capacity, curve",passed_stage2,"charge, capacity, discharge, voltage, specific capacity",relevant
Wang Z.; Song C.; Yuan C.; Li X.,"Wang, Zhenpo (8708281800); Song, Chunbao (57226161090); Yuan, Changgui (57211951247); Li, Xiaoyu (56298645600)",8708281800; 57226161090; 57211951247; 56298645600,A flexible method for state-of-health estimation of lithium battery energy storage system,2021,10,10.1016/j.egyr.2021.09.054,https://www.scopus.com/pages/publications/85122645664?origin=resultslist,passed_stage1,"capacity, voltage, current, curve",passed_stage2,charge,relevant
Wang F.; Wen X.; Mittal U.; Nekouei R.K.; Foller T.; Shang Y.; Bhadra A.; Chu D.; Sharma N.; Kundu D.; Joshi R.,"Wang, Fei (59058033400); Wen, Xinyue (57199644949); Mittal, Uttam (57284748700); Nekouei, Rasoul Khayyam (55597401100); Foller, Tobias (57194179820); Shang, Yuan (57447834000); Bhadra, Abhirup (57350652000); Chu, Dewei (14031226400); Sharma, Neeraj (56962752200); Kundu, Dipan (55415950100); Joshi, Rakesh (57221227982)",59058033400; 57199644949; 57284748700; 55597401100; 57194179820; 57447834000; 57350652000; 14031226400; 56962752200; 55415950100; 57221227982,Structure-dependent lithium storage characteristics of Fe3O4/rGO aerogels,2024,13,10.1016/j.carbon.2024.119003,https://www.scopus.com/pages/publications/85186957523?origin=resultslist,passed_stage1,"charge, current, discharge",passed_stage2,voltage,relevant
Theiler M.; Baumann A.; Endisch C.,"Theiler, Michael (58341548300); Baumann, Alexander (59167711900); Endisch, Christian (25031308600)",58341548300; 59167711900; 25031308600,Influence of inhomogeneous state of charge distributions on thermal runaway propagation in lithium-ion batteries,2024,13,10.1016/j.est.2024.112483,https://www.scopus.com/pages/publications/85195676727?origin=resultslist,passed_stage1,"voltage, plot, curve",passed_stage2,"voltage, discharge, current",relevant
Fang R.; Li W.; Jiao J.; Zhao L.; Yao Y.; Zhu J.,"Fang, Ruqing (57219380419); Li, Wei (57190576752); Jiao, Junning (59155016200); Zhao, Lihong (57254462600); Yao, Yan (56415419700); Zhu, Juner (56375937900)",57219380419; 57190576752; 59155016200; 57254462600; 56415419700; 56375937900,Modeling the electro-chemo-mechanical failure at the lithium-solid electrolyte interface: Void evolution and lithium penetration,2024,11,10.1016/j.jmps.2024.105799,https://www.scopus.com/pages/publications/85199924858?origin=resultslist,passed_stage1,current,passed_stage2,"capacity, current",relevant
Piombo G.; Fasolato S.; Heymer R.; Hidalgo M.F.; Faraji Niri M.; Raimondo D.M.; Marco J.; Onori S.,"Piombo, Gabriele (57485893300); Fasolato, Simone (58064383200); Heymer, Robert (57217668563); Hidalgo, Marc F. (57195480802); Faraji Niri, Mona (54683766000); Raimondo, Davide M. (23009807600); Marco, James (16305142700); Onori, Simona (35092798000)",57485893300; 58064383200; 57217668563; 57195480802; 54683766000; 23009807600; 16305142700; 35092798000,“Full factorial design of experiments dataset for parallel-connected lithium-ion cells imbalanced performance investigation”,2024,11,10.1016/j.dib.2024.110227,https://www.scopus.com/pages/publications/85184837933?origin=resultslist,passed_stage1,"capacity, discharge, impedance, current, voltage",passed_stage2,"charge, capacity, discharge, current, voltage",relevant
Moy K.; Khan M.A.; Fasolato S.; Pozzato G.; Allam A.; Onori S.,"Moy, Kevin (57192252158); Khan, Muhammad Aadil (57456783100); Fasolato, Simone (58064383200); Pozzato, Gabriele (57195318929); Allam, Anirudh (56819861900); Onori, Simona (35092798000)",57192252158; 57456783100; 58064383200; 57195318929; 56819861900; 35092798000,Second-life lithium-ion battery aging dataset based on grid storage cycling,2024,11,10.1016/j.dib.2024.111046,https://www.scopus.com/pages/publications/85207696819?origin=resultslist,passed_stage1,"capacity, discharge, plot, current, voltage",passed_stage2,"capacity, voltage, current",relevant
Ali M.U.; Kallu K.D.; Masood H.; Niazi K.A.K.; Alvi M.J.; Ghafoor U.; Zafar A.,"Ali, Muhammad Umair (57203080547); Kallu, Karam Dad (57193438231); Masood, Haris (57193740223); Niazi, Kamran Ali Khan (57202496910); Alvi, Muhammad Junaid (57204641546); Ghafoor, Usman (57196318212); Zafar, Amad (57192818893)",57203080547; 57193438231; 57193740223; 57202496910; 57204641546; 57196318212; 57192818893,Kernel recursive least square tracker and long-short term memory ensemble based battery health prognostic model,2021,14,10.1016/j.isci.2021.103286,https://www.scopus.com/pages/publications/85119511413?origin=resultslist,passed_stage1,"capacity, curve",passed_stage2,capacity,relevant
