"Authors","Author full names","Author(s) ID","Title","Year","Cited by","DOI","Link"
"Lajoinie G.; Gelderblom E.; Chlon C.; Böhmer M.; Steenbergen W.; De Jong N.; Manohar S.; Versluis M.","Lajoinie, Guillaume (55826402700); Gelderblom, Erik (38361445100); Chlon, Ceciel (24479688200); Böhmer, Marcel (55942230400); Steenbergen, Wiendelt (36891977500); De Jong, Nico (55893957500); Manohar, Srirang (56212597000); Versluis, Michel (6602884472)","55826402700; 38361445100; 24479688200; 55942230400; 36891977500; 55893957500; 56212597000; 6602884472","Ultrafast vapourization dynamics of laser-activated polymeric microcapsules","2014","33","10.1038/ncomms4671","https://www.scopus.com/pages/publications/84899121764?origin=resultslist"
"Alkhwaji A.; Elbahloul S.; Abdullah M.Z.; Bakar K.F.B.A.","Alkhwaji, Abdusalam (55332446100); Elbahloul, Salem (56545825000); Abdullah, Mohd Zulkifly (31567537400); Bakar, Khairil Fadzli Bin Abu (57219923603)","55332446100; 56545825000; 31567537400; 57219923603","Selected water thermal properties from molecular dynamics for engineering purposes","2021","21","10.1016/j.molliq.2020.114703","https://www.scopus.com/pages/publications/85096143673?origin=resultslist"
"Rukh S.; Pasha R.A.; Nasir M.A.","Rukh, Shah (60228691300); Pasha, Riffat Asim (14629193500); Nasir, Muhammad Ali (57212581013)","60228691300; 14629193500; 57212581013","Heat transfer enhancement of round pin heat sinks using N-eicosane as PCM: an experimental study","2019","16","10.1007/s00231-018-2411-6","https://www.scopus.com/pages/publications/85049568157?origin=resultslist"
"Sangtyani R.; Saha H.S.; Kumar A.; Kumar A.; Gupta M.; Chavan P.V.","Sangtyani, R. (54790222800); Saha, Himadri S. (57210433243); Kumar, Amit (57226074494); Kumar, Arvind (58604322200); Gupta, M. (57204756412); Chavan, Prakash V. (16063554000)","54790222800; 57210433243; 57226074494; 58604322200; 57204756412; 16063554000","An alternative approach to improve burning rate characteristics and processing parameters of composite propellant","2019","27","10.1016/j.combustflame.2019.04.054","https://www.scopus.com/pages/publications/85070717643?origin=resultslist"
"Rajendran D.R.; Sundaram E.G.; Jawahar P.","Rajendran, D.R. (57015055300); Sundaram, E. Ganapathy (13805729400); Jawahar, P. (57194135740)","57015055300; 13805729400; 57194135740","Experimental Studies on the Effect of Enhanced Thermal Conductivity of SiC+Water Nanofluid in the Performance of Small Scale Solar Parabolic Dish Receiver","2018","30","10.1142/S0219581X17600250","https://www.scopus.com/pages/publications/85027512762?origin=resultslist"
"Peeketi A.R.; Moscardini M.; Pupeschi S.; Gan Y.; Kamlah M.; Annabattula R.K.","Peeketi, Akhil Reddy (57201280584); Moscardini, Marigrazia (56072537600); Pupeschi, Simone (56072781400); Gan, Yixiang (15757222100); Kamlah, Marc (7003434153); Annabattula, Ratna Kumar (24823999900)","57201280584; 56072537600; 56072781400; 15757222100; 7003434153; 24823999900","Analytical estimation of the effective thermal conductivity of a granular bed in a stagnant gas including the Smoluchowski effect","2019","17","10.1007/s10035-019-0945-z","https://www.scopus.com/pages/publications/85071689849?origin=resultslist"
"Konôpková Z.; Lazor P.; Goncharov A.F.; Struzhkin V.V.","Konôpková, Z. (12785934100); Lazor, P. (6603801503); Goncharov, A.F. (16645382200); Struzhkin, V.V. (7003446873)","12785934100; 6603801503; 16645382200; 7003446873","Thermal conductivity of hcp iron at high pressure and temperature","2011","28","10.1080/08957959.2010.545059","https://www.scopus.com/pages/publications/79952965592?origin=resultslist"
"Lambrecht M.; de Miguel M.T.; Lasanta M.I.; García-Martín G.; Pérez F.J.","Lambrecht, Mickaël (57386134500); de Miguel, María Teresa (57189343391); Lasanta, María Isabel (57194855546); García-Martín, Gustavo (57190881627); Pérez, Francisco Javier (7202279486)","57386134500; 57189343391; 57194855546; 57190881627; 7202279486","Computational modelling of the local structure and thermophysical properties of ternary MgCl2-NaCl-KCl salt for thermal energy storage applications","2022","15","10.1016/j.ijheatmasstransfer.2022.123273","https://www.scopus.com/pages/publications/85134906275?origin=resultslist"
"Asli M.; Sassine E.; Brachelet F.; Antczak E.","Asli, M. (57163322500); Sassine, E. (55233795100); Brachelet, F. (6506282381); Antczak, E. (6602743883)","57163322500; 55233795100; 6506282381; 6602743883","Hygrothermal behavior of wood fiber insulation, numerical and experimental approach","2021","17","10.1007/s00231-020-03002-9","https://www.scopus.com/pages/publications/85099201678?origin=resultslist"
"Murshed S.M.S.; De Castro C.A.N.; Lourenço M.J.V.; Lopes M.L.M.; Santos F.J.V.","Murshed, S.M. Sohel (57554577900); De Castro, C.A. Nieto (7005495215); Lourenço, M.J.V. (7004943095); Lopes, M.L.M. (56755827800); Santos, F.J.V. (26432136700)","57554577900; 7005495215; 7004943095; 56755827800; 26432136700","Current research and future applications of nano- and ionano-fluids","2012","20","10.1088/1742-6596/395/1/012117","https://www.scopus.com/pages/publications/84875009170?origin=resultslist"
"Jeong Y.-W.; Koh T.-H.; Youm K.-S.; Moon J.","Jeong, Yong-Wook (56834974300); Koh, Tae-Hoon (52063600200); Youm, Kwang-Soo (23062341400); Moon, Jiho (20436099200)","56834974300; 52063600200; 23062341400; 20436099200","Experimental evaluation of thermal performance and durability of thermally-enhanced concretes","2017","16","10.3390/app7080811","https://www.scopus.com/pages/publications/85027153065?origin=resultslist"
"Sharma P.O.; Barewar S.D.; Chougule S.S.","Sharma, Pravin O. (57217533709); Barewar, Surendra D. (57204549298); Chougule, Sandesh S. (56526806900)","57217533709; 57204549298; 56526806900","Experimental investigation of heat transfer enhancement in pool boiling using novel Ag/ZnO hybrid nanofluids","2021","35","10.1007/s10973-020-09922-2","https://www.scopus.com/pages/publications/85087369622?origin=resultslist"
"Manay E.; Mandev E.","Manay, Eyuphan (37111080900); Mandev, Emre (57202418475)","37111080900; 57202418475","Experimental investigation of mixed convection heat transfer of nanofluids in a circular microchannel with different inclination angles","2019","32","10.1007/s10973-018-7463-9","https://www.scopus.com/pages/publications/85048273908?origin=resultslist"
"Goncharov A.F.; Wong M.; Allen Dalton D.; Ojwang J.G.O.; Struzhkin V.V.; Konôpková Z.; Lazor P.","Goncharov, Alexander F. (16645382200); Wong, Michael (56221893600); Allen Dalton, D. (24774963900); Ojwang, J.G.O. (24169389400); Struzhkin, Viktor V. (7003446873); Konôpková, Zuzana (12785934100); Lazor, Peter (6603801503)","16645382200; 56221893600; 24774963900; 24169389400; 7003446873; 12785934100; 6603801503","Thermal conductivity of argon at high pressures and high temperatures","2012","24","10.1063/1.4726207","https://www.scopus.com/pages/publications/84863322922?origin=resultslist"
"Beji H.; Gobin D.","Beji, H. (6602444451); Gobin, D. (7004892960)","6602444451; 7004892960","Influence of thermal dispersion on natural convection heat transfer in porous media","1992","29","10.1080/10407789208944779","https://www.scopus.com/pages/publications/0026986964?origin=resultslist"
"Omiddezyani S.; Gharehkhani S.; Yousefi-Asli V.; Khazaee I.; Ashjaee M.; Nayebi R.; Shemirani F.; Houshfar E.","Omiddezyani, Soheil (57218420897); Gharehkhani, Samira (56066992400); Yousefi-Asli, Vahid (57196401258); Khazaee, Iman (35368586800); Ashjaee, Mehdi (8915570300); Nayebi, Reyhaneh (57204084533); Shemirani, Farzaneh (6701857558); Houshfar, Ehsan (41261574500)","57218420897; 56066992400; 57196401258; 35368586800; 8915570300; 57204084533; 6701857558; 41261574500","Experimental investigation on thermo-physical properties and heat transfer characteristics of green synthesized highly stable CoFe2O4/rGO nanofluid","2021","33","10.1016/j.colsurfa.2020.125923","https://www.scopus.com/pages/publications/85097080558?origin=resultslist"
"Çuhadaroğlu B.; Hacisalihoğlu M.S.","Çuhadaroğlu, Burhan (6602321603); Hacisalihoğlu, Mustafa Suat (57572658600)","6602321603; 57572658600","An experimental study on the performance of water-based CuO nanofluids in a plate heat exchanger","2022","21","10.1016/j.icheatmasstransfer.2022.106255","https://www.scopus.com/pages/publications/85134427202?origin=resultslist"
"Nnanna A.G.A.; Haji-Sheikh A.; Harris K.T.","Nnanna, A.G. Agwu (6603200107); Haji-Sheikh, A. (7006450712); Harris, K.T. (7402244013)","6603200107; 7006450712; 7402244013","Experimental study of non-fourier thermal response in porous media","2005","25","10.1615/JPorMedia.v8.i1.30","https://www.scopus.com/pages/publications/14744294992?origin=resultslist"
"Petcu C.; Dobrescu C.F.; Dragomir C.S.; Ciobanu A.A.; Lăzărescu A.V.; Hegyi A.","Petcu, Cristian (57196571901); Dobrescu, Cornelia Florentina (55963742000); Dragomir, Claudiu Sorin (55932491700); Ciobanu, Adrian Alexandru (57527617000); Lăzărescu, Adrian Victor (57194829493); Hegyi, Andreea (26424596000)","57196571901; 55963742000; 55932491700; 57527617000; 57194829493; 26424596000","Thermophysical Characteristics of Clay for Efficient Rammed Earth Wall Construction","2023","16","10.3390/ma16176015","https://www.scopus.com/pages/publications/85170399220?origin=resultslist"
"Haddad H.; Leclerc W.; Hassan G.A.; Ammar A.; Pélegris C.; Guessasma M.; Bellenger E.","Haddad, H. (24398897600); Leclerc, W. (55256237000); Hassan, G. Alhajj (57221960904); Ammar, A. (58163384800); Pélegris, C. (6504468066); Guessasma, M. (25521737000); Bellenger, E. (6601965447)","24398897600; 55256237000; 57221960904; 58163384800; 6504468066; 25521737000; 6601965447","Numerical investigation of heat conduction in heterogeneous media with a discrete element method approach","2021","23","10.1016/j.ijthermalsci.2020.106799","https://www.scopus.com/pages/publications/85100738652?origin=resultslist"
"Shahid M.I.; Rao A.; Farhan M.; Liu Y.; Ma F.","Shahid, Muhammad Ihsan (23006019700); Rao, Anas (57195280221); Farhan, Muhammad (57528748600); Liu, Yongzheng (58544322600); Ma, Fanhua (7202154186)","23006019700; 57195280221; 57528748600; 58544322600; 7202154186","Optimizing heat transfer predictions in HCNG engines: A novel model validation and comparative study via quasi-dimensional combustion modeling and artificial neural networks","2024","17","10.1016/j.ijhydene.2024.08.124","https://www.scopus.com/pages/publications/85201287349?origin=resultslist"
"Wang E.; Li L.","Wang, Enpei (57989420100); Li, Lei (55682607800)","57989420100; 55682607800","Numerical analysis of high temperature potassium heat pipe under marine condition","2023","16","10.1016/j.icheatmasstransfer.2023.106978","https://www.scopus.com/pages/publications/85166157640?origin=resultslist"
"Askri F.; Ben Salah M.; Jemni A.; Ben Nasrallah S.","Askri, F. (16023825000); Ben Salah, M. (9235661500); Jemni, A. (57224127732); Ben Nasrallah, S. (7003468900)","16023825000; 9235661500; 57224127732; 7003468900","Heat and mass transfer studies on metal-hydrogen reactor filled with MmNi4.6Fe0.4","2009","33","10.1016/j.ijhydene.2009.06.069","https://www.scopus.com/pages/publications/68749103158?origin=resultslist"
"Mezaache A.; Mebarek-Oudina F.; Vaidya H.; Fouad Y.","Mezaache, A. (6507095931); Mebarek-Oudina, F. (55503361900); Vaidya, H. (56830304800); Fouad, Y. (6603123645)","6507095931; 55503361900; 56830304800; 6603123645","Heat transfer analysis of nanofluid flow with entropy generation in a corrugated heat exchanger channel partially filled with porous medium","2024","35","10.1002/htj.23149","https://www.scopus.com/pages/publications/85201524195?origin=resultslist"
"Machrafi H.; Lebon G.","Machrafi, H. (23978435500); Lebon, G. (7005238556)","23978435500; 7005238556","The role of several heat transfer mechanisms on the enhancement of thermal conductivity in nanofluids","2016","32","10.1007/s00161-015-0488-4","https://www.scopus.com/pages/publications/84953311773?origin=resultslist"
"He X.S.; Georgiadis J.G.","He, Xiaowei S. (37085941600); Georgiadis, John G. (7006037849)","37085941600; 7006037849","Natural convection in porous media: Effect of weak dispersion on bifurcation","1990","18","10.1017/S002211209000043X","https://www.scopus.com/pages/publications/0025463414?origin=resultslist"
"Gopal V.; Whiting M.J.; Chew J.W.; Mills S.","Gopal, V. (57192702571); Whiting, M.J. (7101675312); Chew, J.W. (7005195946); Mills, S. (34870331700)","57192702571; 7101675312; 7005195946; 34870331700","Thermal contact conductance and its dependence on load cycling","2013","37","10.1016/j.ijheatmasstransfer.2013.06.061","https://www.scopus.com/pages/publications/84882298767?origin=resultslist"
"Pignon B.; Boyard N.; Sobotka V.; Delaunay D.","Pignon, Baptiste (56111793500); Boyard, Nicolas (6506347688); Sobotka, Vincent (8633656800); Delaunay, Didier (57206417737)","56111793500; 6506347688; 8633656800; 57206417737","Heat transfer analysis at high cooling rate on the surface of thermoplastic parts","2017","20","10.1016/j.ijheatmasstransfer.2016.10.070","https://www.scopus.com/pages/publications/84994008677?origin=resultslist"
"Ruan B.; Jacobi A.M.","Ruan, Binglu (24067347600); Jacobi, Anthony M. (7005423898)","24067347600; 7005423898","Investigation on intertube falling-film heat transfer and mode transitions of aqueous-alumina nanofluids","2011","20","10.1115/1.4002980","https://www.scopus.com/pages/publications/79551657476?origin=resultslist"
"Hemmat Esfe M.; Esfandeh S.; Toghraie D.","Hemmat Esfe, Mohammad (55767855700); Esfandeh, Saeed (37065884900); Toghraie, Davood (36807246100)","55767855700; 37065884900; 36807246100","Investigation of different training function efficiency in modeling thermal conductivity of TiO2/Water nanofluid using artificial neural network","2022","17","10.1016/j.colsurfa.2022.129811","https://www.scopus.com/pages/publications/85136125246?origin=resultslist"
"Chereches M.; Vardaru A.; Huminic G.; Chereches E.I.; Minea A.A.; Huminic A.","Chereches, Marius (57208909983); Vardaru, Alexandru (57359326500); Huminic, Gabriela (24491895600); Chereches, Elena Ionela (57200697478); Minea, Alina Adriana (23493089800); Huminic, Angel (24492157400)","57208909983; 57359326500; 24491895600; 57200697478; 23493089800; 24492157400","Thermal conductivity of stabilized PEG 400 based nanofluids: An experimental approach","2022","28","10.1016/j.icheatmasstransfer.2021.105798","https://www.scopus.com/pages/publications/85120436565?origin=resultslist"
"Weng H.C.; Chen C.-K.","Weng, Huei Chu (9038498400); Chen, Cha'o-Kuang (56974946800)","9038498400; 56974946800","Variable physical properties in natural convective gas microflow","2008","28","10.1115/1.2927400","https://www.scopus.com/pages/publications/55849113102?origin=resultslist"
"Goc K.; Gaska K.; Klimczyk K.; Wujek A.; Prendota W.; Jarosinski L.; Rybak A.; Kmita G.; Kapusta C.","Goc, K. (56479104700); Gaska, K. (55624952300); Klimczyk, K. (57190033466); Wujek, A. (57190031396); Prendota, W. (56431122300); Jarosinski, L. (57190034292); Rybak, A. (23098394800); Kmita, G. (36632472700); Kapusta, Cz. (35513981700)","56479104700; 55624952300; 57190033466; 57190031396; 56431122300; 57190034292; 23098394800; 36632472700; 35513981700","Influence of magnetic field-aided filler orientation on structure and transport properties of ferrite filled composites","2016","23","10.1016/j.jmmm.2016.06.046","https://www.scopus.com/pages/publications/84976648294?origin=resultslist"
